Location,Country,Category,Visitors,Rating,Revenue actual (usd),Accommodation_Available
Oirnvajbgp,Australia,Nature,654505,4.15,"$80,096,755,000.00",No
Iqvvguvcpf,China,Beach,147756,4.43,"$20,759,477,000.00",No
Yqkzrkdmvm,Egypt,Adventure,831654,1.13,"$42,428,667,000.00",Yes
Obuzfmcuqt,Egypt,Urban,101157,1.53,"$73,038,396,000.00",Yes
Rporqnstcd,Australia,Historical,12500,3.02,"$3,946,723,000.00",Yes
Iovmlxwmwa,France,Beach,636272,5.00,"$38,404,113,000.00",No
Zqsbzycwmi,Australia,Adventure,477130,2.84,"$2,451,788,000.00",Yes
Knqcdepxuw,USA,Historical,285390,1.38,"$6,617,648,000.00",No
Gxmwpsaclu,Brazil,Urban,911329,1.83,"$54,135,452,000.00",Yes
Gbssoqdxwi,Brazil,Cultural,667686,3.67,"$8,615,841,000.00",No
Dpermsnrhd,France,Adventure,488424,4.60,"$61,427,965,000.00",Yes
Trcjlaizqx,China,Nature,662837,1.03,"$88,362,251,000.00",Yes
Vouhusjemt,USA,Beach,259892,1.59,"$21,842,233,000.00",No
Xtvskxywea,USA,Nature,688407,2.28,"$57,025,381,000.00",Yes
Cpbevvzkzw,USA,Adventure,656621,3.42,"$94,417,234,000.00",Yes
Syzbwzktii,Australia,Historical,886563,1.22,"$72,760,444,000.00",Yes
Lrnxzxrgpy,Egypt,Historical,965666,1.54,"$44,672,987,000.00",Yes
Gtpnittecu,Egypt,Adventure,971746,2.98,"$2,274,410,000.00",No
Xnemwesstp,India,Beach,956969,1.25,"$51,202,583,000.00",No
Fuznlggzsv,India,Historical,454754,1.52,"$71,160,859,000.00",No
Jbbumellpi,Australia,Beach,498709,4.30,"$93,456,445,000.00",No
Qzdylapxut,France,Nature,86134,4.86,"$28,478,388,000.00",Yes
Rhmwgapfnn,India,Nature,637569,3.03,"$4,864,376,000.00",Yes
Cvfdepbyub,Brazil,Nature,321072,4.77,"$34,441,592,000.00",Yes
Ijbbbrnzfz,France,Historical,804267,3.92,"$1,252,782,000.00",No
Nhvlwxquzv,India,Historical,163348,1.55,"$2,869,924,000.00",No
Ylzgnhhfut,Australia,Urban,814142,4.56,"$45,131,635,000.00",Yes
Tujrctaxbx,India,Cultural,447534,3.52,"$49,097,603,000.00",No
Zgcrrtrnpq,Egypt,Adventure,243471,3.09,"$25,770,212,000.00",No
Aqqcpfreve,India,Historical,802055,3.45,"$15,248,958,000.00",Yes
Hmjvekxyyl,Australia,Nature,861531,1.14,"$2,692,177,000.00",Yes
Yyeqniqcib,India,Beach,538873,3.66,"$80,755,547,000.00",No
Jylpvjjygz,India,Adventure,674968,1.45,"$661,956,000.00",No
Jtlxuqzbpa,China,Cultural,41785,1.16,"$39,130,698,000.00",Yes
Mqufhpuazo,USA,Nature,95063,1.64,"$70,423,808,000.00",No
Tnapuzicco,Australia,Nature,673331,3.84,"$15,857,003,000.00",No
Xlibumjrac,China,Adventure,640160,3.39,"$46,579,392,000.00",Yes
Arjdkszyoe,USA,Beach,889075,3.78,"$10,529,277,000.00",No
Ttqhyndfaq,Australia,Adventure,39262,1.20,"$12,079,111,000.00",Yes
Emiamhvvyk,China,Beach,453495,4.15,"$87,585,068,000.00",Yes
Wceqwykdhv,France,Historical,866254,3.40,"$21,842,902,000.00",No
Djhmmwqvoj,France,Cultural,605863,1.29,"$63,238,849,000.00",Yes
Iifhtffelj,Australia,Cultural,578435,4.53,"$95,156,024,000.00",Yes
Laetbkqfor,France,Nature,913018,2.15,"$53,382,271,000.00",No
Lbythrekem,USA,Nature,321539,1.72,"$99,091,583,000.00",Yes
Dooywdvqkh,France,Beach,290435,2.18,"$5,835,867,000.00",Yes
Jpjmqtdhaa,Egypt,Cultural,276631,1.97,"$61,786,459,000.00",No
Isgzkjlbmp,Egypt,Historical,890586,3.84,"$10,107,916,000.00",Yes
Vpffpfqavy,China,Historical,611867,4.60,"$79,447,154,000.00",Yes
Ijtzpammys,USA,Nature,567035,4.40,"$88,890,884,000.00",Yes
Dwwxpdknmg,Australia,Adventure,347114,1.73,"$10,219,082,000.00",Yes
Iqalhyznot,USA,Historical,43892,4.54,"$41,975,278,000.00",Yes
Cebfklnbay,France,Beach,945080,3.62,"$83,816,481,000.00",Yes
Hfzuhojtgn,Brazil,Beach,403565,3.91,"$38,840,169,000.00",No
Qgdonlfebh,China,Historical,340786,4.79,"$76,392,588,000.00",No
Xjsibtfcuj,Australia,Nature,3654,3.56,"$85,092,243,000.00",Yes
Tqpztyepsc,China,Historical,729245,2.83,"$27,865,389,000.00",Yes
Imtcsnizfo,India,Historical,528673,2.92,"$85,096,802,000.00",No
Fnwexwqgnh,India,Nature,542022,2.26,"$69,703,963,000.00",No
Lotkgkqucf,Brazil,Adventure,946238,2.34,"$93,469,363,000.00",No
Sxwbzheneg,India,Nature,988758,3.41,"$94,835,433,000.00",No
Zitftmaakh,France,Adventure,924163,2.45,"$5,321,459,000.00",No
Jpiclsvlye,Australia,Cultural,62797,4.15,"$48,499,144,000.00",No
Cwmkrqyghg,China,Cultural,858887,3.28,"$38,949,216,000.00",Yes
Wbqnbbaaff,Australia,Historical,346871,2.13,"$79,277,728,000.00",No
Bbgliuitgo,USA,Nature,227183,1.71,"$51,323,926,000.00",No
Zinrtkfgog,Egypt,Urban,737023,4.12,"$96,835,597,000.00",No
Sproikqwct,Egypt,Beach,718332,3.75,"$56,905,536,000.00",Yes
Doegqeyqrw,Australia,Historical,602100,2.35,"$41,116,264,000.00",Yes
Wgoodzvuip,Australia,Nature,494063,4.77,"$59,082,636,000.00",No
Krohohzvdu,USA,Adventure,339949,2.86,"$8,633,648,000.00",Yes
Ifqrqxcrho,France,Cultural,285592,4.96,"$50,550,263,000.00",Yes
Pfjprrhgrj,France,Cultural,141892,1.14,"$96,848,407,000.00",Yes
Pofmihcbar,USA,Historical,320720,1.44,"$26,724,662,000.00",No
Oapzjhrjse,Australia,Historical,354585,1.04,"$78,698,215,000.00",Yes
Qneniwmybr,USA,Cultural,887616,4.19,"$92,453,084,000.00",Yes
Djjxvlvsrd,France,Cultural,861358,2.94,"$7,774,759,000.00",Yes
Mjmewcphml,Egypt,Cultural,735206,2.21,"$37,086,271,000.00",No
Zszushbyxs,China,Beach,491807,2.15,"$48,487,661,000.00",No
Zdbixdqvzp,Brazil,Adventure,496194,4.60,"$59,586,233,000.00",Yes
Xcwuxhccbz,China,Historical,982493,2.46,"$43,597,059,000.00",No
Cypymjeaxk,Brazil,Historical,631126,2.96,"$1,094,943,000.00",Yes
Myimedbmog,Brazil,Urban,175057,3.05,"$8,863,459,000.00",Yes
Qhubuqeluy,China,Beach,387039,3.07,"$12,042,877,000.00",No
Sevcdrfiiv,USA,Adventure,110131,1.49,"$82,860,234,000.00",Yes
Bomqljkrnd,China,Urban,545309,3.66,"$6,549,491,000.00",No
Eofxekvwfy,USA,Historical,382406,4.94,"$77,987,685,000.00",Yes
Jpbacyzjut,Brazil,Beach,861593,1.77,"$6,494,828,000.00",Yes
Fhwkudsubi,India,Adventure,263325,1.76,"$48,573,375,000.00",No
Snbbcncfrf,USA,Urban,163559,2.50,"$73,383,925,000.00",Yes
Hlwxhljzsm,USA,Urban,463241,3.72,"$57,154,355,000.00",Yes
Cjjnzzlsmx,France,Adventure,245294,3.96,"$37,824,342,000.00",No
Tlfgjvhgsv,Egypt,Historical,964172,3.33,"$13,800,746,000.00",Yes
Zolgtejryz,Brazil,Adventure,895158,4.37,"$16,003,341,000.00",Yes
Sdsxzylvat,Brazil,Adventure,780702,1.38,"$1,897,374,000.00",Yes
Kdzynqkhym,France,Cultural,362654,3.49,"$57,988,194,000.00",Yes
Zejbgezgeb,China,Nature,379333,3.66,"$3,840,131,000.00",No
Unffjmrieq,China,Cultural,946350,5.00,"$11,898,733,000.00",No
Aivcytbrfv,USA,Nature,939776,4.18,"$99,011,242,000.00",Yes
Nmwyjdfjbj,India,Beach,36145,4.00,"$90,589,793,000.00",No
Pqeydilxoj,Australia,Beach,273947,1.77,"$81,729,858,000.00",No
Dfkrdhuqbf,USA,Nature,696706,1.39,"$6,881,292,000.00",No
Yjjnfvpxlc,Brazil,Nature,321395,2.15,"$67,193,448,000.00",Yes
Kouagrhozw,Egypt,Urban,468954,1.02,"$26,363,683,000.00",Yes
Xojlfvoago,France,Historical,592876,4.14,"$1,180,374,000.00",Yes
Uqggodsptu,China,Adventure,3281,1.34,"$37,585,493,000.00",No
Pllktxemre,USA,Adventure,493358,4.46,"$65,799,674,000.00",Yes
Tfvnafdyta,India,Adventure,368362,1.11,"$4,244,201,000.00",Yes
Nbfjwoqswl,France,Cultural,230119,1.29,"$69,252,112,000.00",No
Dtfajufzkc,India,Historical,524403,1.90,"$61,372,276,000.00",Yes
Emrwadknqu,USA,Cultural,531123,4.12,"$79,535,718,000.00",Yes
Ukkielichm,Brazil,Cultural,7897,4.88,"$3,192,026,000.00",No
Yevkrybkhi,USA,Nature,927573,3.02,"$77,051,927,000.00",Yes
Zyvacbhlip,Brazil,Nature,30651,4.22,"$70,809,338,000.00",No
Hapuhpsbtm,Egypt,Adventure,323569,1.98,"$48,955,755,000.00",No
Pnmwxqjjvq,Egypt,Beach,789427,1.02,"$49,213,299,000.00",No
Jaxarpueaw,Egypt,Cultural,337417,3.65,"$96,597,695,000.00",Yes
Llicolyzro,France,Cultural,595865,3.87,"$92,755,682,000.00",No
Kiarhvogbn,Brazil,Adventure,428125,2.28,"$13,733,977,000.00",Yes
Lbrhqmqnpz,Egypt,Historical,334351,3.52,"$85,424,189,000.00",No
Qzmkjyearj,India,Cultural,950856,2.89,"$32,184,983,000.00",Yes
Jpluivrwsl,USA,Urban,706591,1.39,"$4,312,427,000.00",No
Bxilthwkfj,Brazil,Cultural,296275,4.98,"$18,004,565,000.00",No
Djjvohklzk,Australia,Urban,675800,2.52,"$42,370,647,000.00",No
Rxvytmhzmu,Egypt,Urban,791638,1.29,"$98,759,404,000.00",No
Erlktnjate,India,Nature,412145,1.78,"$6,052,636,000.00",No
Jsravwkcdq,France,Adventure,644551,1.27,"$94,284,587,000.00",No
Xucowbufrg,Brazil,Nature,844591,3.49,"$79,560,096,000.00",No
Tkzdevmluh,USA,Nature,362747,3.94,"$50,464,719,000.00",Yes
Twrcctnvan,China,Adventure,344905,1.56,"$4,444,917,000.00",Yes
Jgdixgxlxo,France,Nature,222437,2.77,"$95,595,148,000.00",Yes
Yrgbtyyyrk,Australia,Urban,535098,3.21,"$56,188,777,000.00",No
Oahrluzjcp,Australia,Beach,209375,4.27,"$79,173,166,000.00",Yes
Eqkvfuuatb,USA,Urban,350216,3.51,"$5,527,163,000.00",No
Unlslolqpr,USA,Cultural,802595,1.15,"$65,326,751,000.00",No
Mkgtjdgixl,USA,Nature,543343,4.58,"$59,361,092,000.00",Yes
Xaluuqijjm,China,Adventure,228128,3.77,"$397,768,000.00",No
Lqkclfjfqw,France,Nature,503273,2.46,"$32,816,586,000.00",Yes
Hocwtxisxb,France,Historical,391911,4.43,"$64,769,776,000.00",Yes
Mejyhaltjj,Egypt,Beach,438472,3.65,"$6,999,097,000.00",Yes
Wpgunjphgs,Brazil,Cultural,891141,4.19,"$79,334,041,000.00",No
Hnsgfgsrlq,France,Urban,979968,1.64,"$16,714,891,000.00",No
Zcjpvdcwcn,France,Cultural,575426,1.56,"$51,471,866,000.00",No
Oodxjmmkeg,Australia,Adventure,536260,2.98,"$32,126,224,000.00",Yes
Fvjsmdkgob,Australia,Beach,549643,3.31,"$80,628,895,000.00",Yes
Nhhuwwsvkt,China,Historical,614235,2.54,"$11,956,538,000.00",Yes
Bmueqmqmqu,Brazil,Adventure,672823,4.26,"$25,141,045,000.00",Yes
Wpanlloeoq,Egypt,Cultural,82936,1.19,"$79,403,858,000.00",No
Gbnymieiit,Australia,Nature,822474,2.31,"$81,247,715,000.00",No
Qigksqpykb,USA,Adventure,724130,2.21,"$1,529,922,000.00",Yes
Phfoesawee,China,Beach,584257,3.51,"$78,177,656,000.00",Yes
Qgtdddljbd,France,Cultural,859979,2.84,"$12,190,754,000.00",No
Zhwhsmgfxn,USA,Nature,65246,4.39,"$30,090,259,000.00",Yes
Ocgzjcvoks,Egypt,Beach,422952,4.26,"$78,146,737,000.00",Yes
Shgbkaqnfd,Brazil,Nature,214228,1.16,"$55,334,568,000.00",Yes
Nozsihkpal,Brazil,Beach,991953,3.50,"$93,867,334,000.00",Yes
Wkwabbvbou,France,Cultural,25600,4.04,"$93,280,404,000.00",Yes
Epqfjqceyz,USA,Urban,98267,2.07,"$15,707,745,000.00",Yes
Inaplucagt,China,Cultural,357925,2.97,"$52,516,011,000.00",Yes
Ffkoowqfyq,France,Urban,556447,2.33,"$2,116,116,000.00",Yes
Ipezmqjcxv,China,Cultural,628286,4.91,"$69,035,191,000.00",No
Wumuqphsng,Australia,Nature,358102,4.28,"$21,129,663,000.00",No
Ytziqrhcxk,Egypt,Adventure,992803,3.65,"$84,994,795,000.00",Yes
Gycrvbzcpj,China,Cultural,944725,1.36,"$43,988,364,000.00",No
Wqsdxmkmki,Australia,Cultural,115212,1.73,"$36,396,869,000.00",No
Sgrtokpihb,Egypt,Beach,808246,4.38,"$7,857,043,000.00",Yes
Zynssgzniz,India,Historical,883950,3.68,"$4,671,769,000.00",Yes
Wbhbhkcknl,Australia,Beach,303722,1.15,"$58,830,129,000.00",No
Fjxsftayhg,China,Nature,745276,4.58,"$99,602,684,000.00",No
Nyyiqlnlsw,China,Cultural,544329,1.28,"$76,676,373,000.00",No
Kfqvqfqefn,Brazil,Historical,580893,3.50,"$63,087,416,000.00",Yes
Nlvifkgijf,France,Cultural,372043,2.78,"$55,433,256,000.00",No
Ekqiqretlo,Australia,Adventure,626162,3.63,"$69,960,205,000.00",Yes
Bjaskapsls,USA,Historical,348280,4.89,"$93,961,783,000.00",No
Ekqmxkmont,Brazil,Beach,100974,3.60,"$33,666,348,000.00",No
Lolfnmkbsu,Egypt,Beach,954759,1.03,"$78,615,984,000.00",Yes
Mtqgrcwmzx,France,Historical,133849,2.35,"$62,419,264,000.00",No
Nzkhnhvdxv,France,Beach,150111,2.37,"$3,451,388,000.00",Yes
Jetjswvgjq,USA,Cultural,464389,4.97,"$94,003,021,000.00",No
Ozxzijwbat,Egypt,Historical,130916,2.88,"$9,278,404,000.00",No
Pgnptfyjuv,USA,Urban,312820,4.36,"$90,269,294,000.00",Yes
Zpqzserxhl,Egypt,Nature,185013,3.73,"$84,050,386,000.00",No
Gvhxuwazhw,Egypt,Cultural,856630,3.85,"$41,381,692,000.00",No
Mgeqeksikv,Australia,Cultural,287311,1.81,"$55,692,525,000.00",Yes
Iohnmkcqvz,India,Historical,583978,1.32,"$5,267,560,000.00",No
Ngqbmeelmw,France,Beach,708596,3.88,"$45,696,586,000.00",No
Mhlgbmnmum,India,Nature,831014,4.51,"$21,003,199,000.00",Yes
Hhywlchjvc,China,Historical,724854,1.77,"$31,642,484,000.00",Yes
Xyfhndygxt,Brazil,Adventure,294118,3.77,"$6,526,274,000.00",No
Yueejvmawy,USA,Historical,7820,2.84,"$50,658,472,000.00",Yes
Bvtwwiyafr,France,Adventure,251873,1.32,"$40,486,708,000.00",No
Zxbyptvjht,Australia,Nature,530950,3.27,"$85,787,241,000.00",Yes
Zazutnaopi,India,Historical,221372,2.90,"$93,349,418,000.00",Yes
Uyfqkiocom,France,Nature,687313,3.12,"$6,444,955,000.00",Yes
Oatpvuomzl,India,Beach,610819,1.02,"$52,778,524,000.00",Yes
Cekxsgtnkh,France,Historical,291753,2.50,"$37,856,961,000.00",Yes
Tivviwhwqt,China,Adventure,45684,3.42,"$25,627,732,000.00",Yes
Yjekocvcae,France,Historical,307962,1.59,"$927,656,000.00",No
Dgvljxcjdr,Egypt,Historical,409084,3.14,"$69,955,018,000.00",Yes
Xfcardnxey,Egypt,Beach,62943,1.81,"$42,762,021,000.00",Yes
Bmlgaqvonq,India,Urban,158364,2.01,"$56,593,323,000.00",No
Nmzybkuqhz,Australia,Beach,321811,4.03,"$17,187,708,000.00",No
Yfovbkvisu,USA,Urban,303579,2.14,"$26,838,503,000.00",No
Fgtwdqdrjq,USA,Historical,59172,4.53,"$649,988,000.00",No
Kyvdhgwuam,Australia,Beach,231982,4.55,"$29,255,603,000.00",Yes
Ittzdgympj,China,Cultural,150753,2.13,"$36,118,008,000.00",No
Takatrsnzb,France,Beach,276226,2.82,"$92,623,339,000.00",No
Towqwfadxi,Australia,Nature,249969,4.75,"$69,439,703,000.00",No
Fihgyxlkel,Australia,Historical,281998,4.89,"$15,673,368,000.00",No
Dypzvlsoip,Australia,Cultural,832689,2.65,"$59,573,813,000.00",Yes
Nbiwmxromo,Egypt,Beach,876485,4.95,"$66,785,478,000.00",No
Yqjeypdtpf,Brazil,Urban,811563,1.80,"$8,136,580,000.00",No
Narygkyqye,Australia,Beach,268059,1.40,"$59,613,907,000.00",No
Naymlklfmt,Egypt,Historical,863834,1.07,"$79,789,474,000.00",Yes
Ocqixzxrrl,USA,Urban,780608,4.04,"$90,716,454,000.00",No
Yumpywooiv,France,Cultural,471127,3.50,"$23,984,088,000.00",No
Emebrnarfr,China,Beach,951673,2.24,"$80,108,573,000.00",No
Amsxenepwv,Egypt,Beach,674982,2.27,"$52,964,327,000.00",Yes
Sqszlrxhup,USA,Urban,41022,4.67,"$4,273,558,000.00",No
Elaqlfptfh,Australia,Beach,945524,1.55,"$42,060,984,000.00",No
Wxidvndfiy,Egypt,Cultural,597958,3.85,"$12,637,198,000.00",Yes
Sraiwmbfuh,Egypt,Adventure,698242,1.09,"$55,422,829,000.00",No
Toxeyzkhdu,France,Cultural,568058,2.29,"$67,900,832,000.00",No
Joonuyqngj,USA,Beach,704917,4.72,"$23,416,869,000.00",Yes
Pjweizukjk,France,Historical,989029,4.56,"$89,567,912,000.00",No
Wqnoxxkwwk,China,Historical,915849,1.36,"$84,984,747,000.00",No
Whuamnauwl,France,Historical,102666,2.21,"$6,296,705,000.00",Yes
Ktruwdzeqg,France,Beach,160813,4.52,"$29,505,775,000.00",No
Gwcluyreaa,USA,Nature,953820,2.11,"$83,519,487,000.00",Yes
Quplojukry,France,Historical,755654,4.93,"$80,400,498,000.00",No
Pbyveoyvui,India,Urban,861621,2.36,"$47,042,453,000.00",No
Mkvlwxoauv,India,Historical,131025,4.07,"$8,590,746,000.00",Yes
Wybdtwdtug,Australia,Urban,552640,1.25,"$9,501,396,000.00",No
Emmbdcsurt,Brazil,Historical,826567,4.93,"$3,678,677,000.00",Yes
Zxyulmjawo,Egypt,Cultural,924294,4.96,"$55,038,356,000.00",Yes
Mjkyzhaczq,Australia,Historical,359287,2.39,"$51,487,899,000.00",No
Svlqlazzca,India,Nature,259686,4.95,"$60,678,815,000.00",No
Gicpoopvgt,France,Urban,654571,1.76,"$68,185,752,000.00",Yes
Exxzxwiysc,Australia,Historical,617504,1.17,"$90,689,096,000.00",Yes
Zzseukvkwm,USA,Beach,17105,4.09,"$88,438,219,000.00",Yes
Svldobhbch,Egypt,Historical,454440,2.69,"$6,761,357,000.00",No
Aioblbmiug,France,Historical,354213,3.17,"$76,753,695,000.00",Yes
Hfmxkyatuh,Australia,Cultural,760320,3.19,"$13,579,129,000.00",Yes
Zibfqjjgpf,Brazil,Cultural,757437,3.76,"$75,351,605,000.00",Yes
Pgaljaojhz,India,Cultural,452856,1.95,"$3,342,057,000.00",No
Ksiviolwmr,India,Urban,193022,3.90,"$55,467,595,000.00",Yes
Pwdbdqazce,USA,Adventure,865935,3.11,"$6,488,297,000.00",Yes
Jvmzfwlwsk,India,Adventure,960456,3.51,"$34,071,033,000.00",No
Wikrjvbtuk,Brazil,Urban,610746,4.13,"$99,648,173,000.00",No
Ygadyebrxt,China,Beach,747065,2.36,"$57,168,468,000.00",No
Jsqwekqmxm,Egypt,Historical,442965,3.13,"$29,151,858,000.00",No
Dybraelksh,Brazil,Urban,14214,4.60,"$56,663,152,000.00",No
Zlfeucvlbs,India,Cultural,119053,3.48,"$63,140,065,000.00",Yes
Fhajaeggdd,Egypt,Cultural,434809,2.67,"$70,465,069,000.00",No
Gibeeqmosf,China,Beach,611207,3.91,"$89,752,332,000.00",No
Ntxwuozchp,Egypt,Historical,363122,3.32,"$86,878,952,000.00",Yes
Cxjlygilmm,USA,Urban,210966,2.43,"$99,658,966,000.00",Yes
Ziysnvmnkn,India,Beach,381752,2.28,"$91,102,939,000.00",No
Eybleaicov,Australia,Urban,962565,1.13,"$7,095,386,000.00",No
Ojekzonnar,China,Nature,73490,4.38,"$27,459,478,000.00",No
Cegvyrqjjb,Egypt,Urban,434367,4.30,"$25,642,152,000.00",Yes
Gaaxbjzsjb,Egypt,Urban,87491,4.23,"$29,998,537,000.00",Yes
Vdvkdgcion,China,Nature,932899,1.32,"$99,831,213,000.00",Yes
Nmievwfgfk,India,Adventure,529319,4.25,"$9,489,638,000.00",Yes
Syzhbcgraa,Egypt,Beach,208837,2.06,"$28,091,879,000.00",Yes
Cnvjwdbuwy,France,Adventure,884680,1.79,"$64,193,745,000.00",Yes
Xvjnvubgxh,Egypt,Historical,500167,2.91,"$40,537,911,000.00",Yes
Pnzymeagcb,India,Historical,513656,3.31,"$91,775,909,000.00",Yes
Yczgavlccn,Brazil,Cultural,321560,4.66,"$87,340,529,000.00",Yes
Iuasnpxxiu,Egypt,Cultural,829225,4.35,"$8,115,991,000.00",Yes
Ivjceonkfc,Brazil,Adventure,867490,3.50,"$1,860,325,000.00",No
Ihcadxbkhj,Australia,Cultural,435871,1.92,"$10,722,549,000.00",Yes
Bzhlyoufno,India,Cultural,621210,2.89,"$45,710,692,000.00",Yes
Bznaewhmrf,USA,Urban,980381,3.69,"$72,778,207,000.00",Yes
Xdwlajxdwb,India,Urban,354945,3.48,"$1,740,875,000.00",No
Tcjlbahwpm,China,Historical,349029,3.73,"$54,095,052,000.00",Yes
Nxglulykux,Australia,Adventure,341649,4.42,"$14,420,899,000.00",Yes
Rsberudybt,Egypt,Nature,329859,3.74,"$7,729,434,000.00",Yes
Caxwzeirmh,USA,Beach,929387,2.29,"$4,209,032,000.00",Yes
Mxljdcgbts,Brazil,Historical,855140,1.91,"$70,552,647,000.00",Yes
Vhiyctcjln,USA,Urban,175012,4.19,"$77,787,355,000.00",Yes
Cntfnnfzwh,Egypt,Beach,46327,4.00,"$92,158,553,000.00",No
Uouripjpsz,Egypt,Adventure,155468,4.97,"$31,703,988,000.00",Yes
Vcwvukwjwo,India,Historical,299671,4.16,"$85,031,398,000.00",Yes
Vswiexsryo,Australia,Beach,558041,4.70,"$19,899,304,000.00",Yes
Gcmzdemvly,Egypt,Cultural,607015,4.17,"$41,551,196,000.00",Yes
Cbnvzikith,USA,Cultural,657486,2.65,"$49,794,721,000.00",No
Uhwktppuwm,Brazil,Adventure,884246,2.62,"$41,267,595,000.00",No
Vhholrkjda,India,Beach,419050,2.69,"$34,431,897,000.00",No
Xoygtjvbtd,France,Nature,701187,2.97,"$26,478,479,000.00",No
Yqphblrwts,France,Historical,606490,3.02,"$35,791,414,000.00",No
Besjculuzh,France,Beach,332726,1.27,"$21,458,477,000.00",Yes
Ehcagwimln,France,Historical,250553,1.10,"$40,737,013,000.00",Yes
Ghwbstegew,Australia,Urban,547403,1.74,"$90,281,995,000.00",No
Jsqphfozqn,China,Cultural,128768,3.85,"$88,977,753,000.00",Yes
Ihipbjvmku,USA,Adventure,149344,2.38,"$93,197,334,000.00",Yes
Xtqldpdbic,France,Urban,339258,2.22,"$56,108,247,000.00",No
Avkwbshblu,Australia,Cultural,866276,4.44,"$84,848,826,000.00",No
Ocdzwcixsy,China,Cultural,408435,3.16,"$37,184,349,000.00",No
Rxggezeocd,Australia,Beach,592083,4.27,"$67,831,423,000.00",No
Ptebpucjnr,India,Cultural,733735,2.83,"$80,789,048,000.00",Yes
Qcizfzuwvh,China,Beach,305003,2.73,"$54,565,382,000.00",No
Jbzwlzflrx,Egypt,Cultural,14019,4.23,"$33,733,722,000.00",No
Ctzmuswfgr,Brazil,Historical,806876,4.53,"$76,459,388,000.00",No
Bxgptotfih,India,Nature,594900,1.90,"$97,280,795,000.00",No
Lakfadvqmp,USA,Adventure,897645,3.48,"$79,500,088,000.00",No
Mgxeodjqdy,Egypt,Cultural,179040,1.30,"$8,969,012,000.00",No
Fmbsnljcry,USA,Nature,962581,1.72,"$97,326,842,000.00",Yes
Trmzusamrb,India,Urban,548801,2.21,"$29,170,122,000.00",No
Glepaqzqfc,China,Historical,369156,2.57,"$87,110,028,000.00",No
Ddllcfopfa,Brazil,Adventure,879872,1.44,"$48,759,399,000.00",No
Dfsrnrikym,Brazil,Cultural,640385,3.46,"$60,943,267,000.00",No
Mqwnswudaw,Australia,Historical,986957,1.19,"$48,779,379,000.00",Yes
Qhleffniyx,India,Adventure,482703,3.81,"$21,409,047,000.00",Yes
Qgpxmuninz,Egypt,Cultural,376806,3.58,"$43,553,312,000.00",No
Niovhbpesk,China,Beach,224371,1.48,"$28,625,499,000.00",Yes
Zjmdiquxtq,Australia,Cultural,846882,1.50,"$14,031,263,000.00",Yes
Hpdzycbqdx,India,Beach,171770,4.55,"$94,880,309,000.00",Yes
Yextwogows,China,Beach,628668,4.98,"$22,099,538,000.00",Yes
Ivkzzudkkk,USA,Beach,581162,3.47,"$94,768,756,000.00",Yes
Csfdhnskty,India,Beach,38463,1.93,"$73,454,754,000.00",No
Ybefaxoqwn,Egypt,Historical,779792,1.67,"$64,305,849,000.00",Yes
Zlrcqvizpc,Brazil,Adventure,48798,1.44,"$62,457,901,000.00",No
Bgfkbdxubk,India,Urban,482256,4.35,"$65,267,853,000.00",Yes
Bhvebxpkzl,France,Nature,172834,2.57,"$98,156,887,000.00",No
Aimwodvzsl,Australia,Cultural,297944,3.39,"$32,292,122,000.00",No
Ikaggahkxn,Australia,Cultural,614222,2.56,"$35,076,288,000.00",Yes
Mkuddculrv,Brazil,Urban,909305,2.45,"$55,769,269,000.00",Yes
Ydzszoxatu,Brazil,Urban,114114,3.89,"$9,651,829,000.00",No
Avlnzrrxly,China,Cultural,760583,2.44,"$22,311,894,000.00",No
Dsnlfrncbc,Egypt,Cultural,323517,1.29,"$46,677,115,000.00",No
Ivmktrlxey,Brazil,Cultural,120795,4.88,"$14,440,168,000.00",Yes
Eeznwmbegb,France,Nature,201300,1.43,"$70,635,332,000.00",Yes
Vqfyhnjeph,India,Cultural,864987,4.64,"$51,099,266,000.00",No
Foygtbujuh,USA,Beach,559304,4.99,"$91,343,107,000.00",Yes
Wsmrkdzpuf,Australia,Adventure,776746,1.08,"$3,578,966,000.00",No
Oozkaazhib,Egypt,Adventure,884393,1.97,"$93,072,833,000.00",No
Egedbkdzna,Egypt,Adventure,408500,1.21,"$79,157,289,000.00",No
Fheuhsjkcn,China,Nature,855384,2.69,"$22,444,915,000.00",No
Idchrejgxq,Egypt,Nature,339645,4.10,"$18,640,362,000.00",No
Nmyhmyhfwv,Brazil,Beach,574773,4.34,"$56,349,241,000.00",Yes
Qlagmslloj,India,Beach,353246,1.06,"$38,747,337,000.00",No
Hewcilvgqd,India,Beach,254468,2.58,"$69,782,864,000.00",No
Exaadrkmqh,Egypt,Beach,888614,2.42,"$84,265,712,000.00",No
Iamdsfkpto,India,Urban,90394,4.38,"$74,322,365,000.00",Yes
Icujxzrjjo,Egypt,Adventure,375656,2.20,"$99,539,833,000.00",Yes
Jnrnlqckht,USA,Adventure,781927,4.70,"$24,082,118,000.00",No
Vdxvutrlbo,France,Nature,984514,4.11,"$45,561,406,000.00",Yes
Hrjbjqjhto,India,Urban,875053,2.54,"$3,343,804,000.00",No
Bhearfqvoi,Australia,Nature,366658,3.49,"$54,409,064,000.00",No
Tmnrmebudp,USA,Nature,796818,1.91,"$66,438,269,000.00",No
